Time,Player Number,Area,Result of Possession,Passed Towards,Opp. Passes,Defensive,Foul Committed,Foul Drawn,Yellow,Red,Offsides,Type of Chance,Distance of Shot,Result of Shot,Number of Passes,Type of Chance2,Distance of Shot3,Result of Shot4,Number of Passes5,Who Took the Chance,Last Pass,2nd to Last,3rd to Last,4th to Last,Player #1,Player #2,Player #3,Player #4,Player #5,Player #6,Player #7,Player #8,Player #9,Player #10,Player #11,Posistion 1,Posistion 2,Posistion 3,Posistion 4,Posistion 5,Posistion 6,Posistion 7,Posistion 8,Posistion 9,Posistion 10,Posistion 11,Posistion 12
60-75,16,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,30,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,16,CD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,14,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,4
60-75,16,LM,1,17,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,17,LM,1,3,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,3,LA,1,7,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,7,LA,1,18,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,18,LM,0,17,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,2,CM,,,3,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,3,RM,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,12,CA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,3,CD,,,5,Possession Added,,,,,opp.,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,3,RD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,14,CM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,6
60-75,2,RM,1,14,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,14,RM,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,12,RA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,2,CM,,,5,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,2,CM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,18,LM,0,17,,,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,3,CD,,,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,30,CD,1,7,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
60-75,7,LD,1,3,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,3,CM,0,4,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,18,CM,,,3,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,18,RM,0,4,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,12,RD,,,1,Play Disrupted,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,16,CD,,,0,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,16,LM,1,24,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,24,CM,1,16,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,6
60-75,16,LA,1,7,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,7,CA,1,4,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,4,CA,1,18,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,18,CA,,,,,,,,,,,,,,Run of Play,24,SOG,5,18,4,7,16,24,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,18,LM,,,3,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,18,CM,1,8,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,8,LD,1,3,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,3,RM,1,14,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,14,CM,1,16,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,16,RA,0,4,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,2,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,12,CA,0,18,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
60-75,17,CM,,,6,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,17,CM,1,24,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
60-75,24,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,24,CM,,,3,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,24,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
60-75,14,RD,,,2,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
60-75,14,RD,,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,30,CD,,,,,,,,,,Set Piece,5,SOG,1,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,30,LD,1\,3,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
75-90,30,LD,1,3,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
75-90,3,LM,1,7,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
75-90,7,LM,1,8,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
75-90,8,LM,1,7,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
75-90,7,LA,1,8,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,5
75-90,8,CA,1,7,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,5
75-90,7,CA,,,,,,,,,,,,,,Run of Play,8,SOG,5,7,8,7,8,7,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,12,RD,,,8,Play Disrupted,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,12,RD,,,,,Yes,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,14,CD,,,0,Play Disrupted,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,12,RD,,,8,Play Disrupted,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,17,LM,,,9,Play Disrupted,Yes,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,12,RM,,,5,Possession Added,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
75-90,12,CD,1,14,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
75-90,14,RM,0,12,,,,,,,,,,,,,,,,,,,,,38,7,3,14,12,8,16,18,17,24,4,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
75-90,12,RM,0,22,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,3,LD,,,7,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,7,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,16,RA,0,22,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,12,CA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,3,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,30,LD,0,7,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,8,CD,,,0,Possession Added,,,,,opp.,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,8,CD,1,16,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,16,RM,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,12,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,16,CM,1,15,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,15,LM,1,7,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,7,CM,1,15,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,15,LM,1,8,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,8,CM,1,3,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,3,LA,0,7,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,8,LM,,,3,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,8,RM,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,12,CA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,8,LM,,,5,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,8,CM,1,15,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,15,RM,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,12,CA,1,4,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,4,CA,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,12,RM,,,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,12,RA,0,4,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,12,RM,,,2,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,12,RM,1,15,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,15,RA,0,17,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,12,CA,1,16,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,16,CA,1,8,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,8,CA,,,,,,,,,,,,,,Run of Play,30,SOT,2,8,16,12,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,22,RM,,,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,22,RA,1,11,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,11,RM,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,12,CM,1,15,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,15,CM,1,17,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,17,RA,0,22,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,4,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,3
75-90,12,CA,1,11,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,22,CM,,,4,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,22,CA,,,,,,Yes,opp.,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,5
75-90,18,CA,,,,,,,,,,,,,,Set Piece,24,SOG,0,18,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,7,LD,,,1,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,7,CD,1,18,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,18,CD,1,12,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,12,CM,0,15,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,7,LD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,12,RM,,,1,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,12,RA,0,22,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,2
75-90,12,CA,0,17,,,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,1
75-90,17,CA,,,,,Yes,,Yes,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,
75-90,3,CM,,,4,Possession Added,,,,,,,,,,,,,,,,,,,30,7,3,22,12,8,16,11,17,15,18,GK,LB,CB,RM,RB,DCM,DCM,F,LM,CAM,F,