0-15,9,CM,1,18,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,18,CM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,2,LM,0,22,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,2,CM,,,2,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,2,CM,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,19,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,CM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,CM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,2,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,CD,1,1,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,1,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,CM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,2,RA,0,12,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,15,RM,,,0,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,9,RA,,,0,Possession Added,,Yes,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,8,CA,0,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,LM,,,1,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,3,LM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,2,LM,1,7,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,7,LA,0,22,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,7,LA,1,18,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,18,LA,1,7,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,7,CA,1,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,9,CA,,,,,,,,,,,,,,Run of Play,16,Goal,3,9,7,18,7,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,19,CM,,,6,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,22,LM,,,5,Play Disrupted,Yes,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,22,LM,,,3,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,22,LM,1,12,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,12,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,CM,0,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,2,RM,0,15,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,12,RA,1,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,9,CA,1,15,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,15,CA,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,12,RM,,,1,Play Disrupted,Yes,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,3,CD,,,0,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,3,LD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,19,CD,,,0,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,,,1,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,8,RD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,19,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,LM,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,LM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,8,CM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,2,LM,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,CM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,LM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,5
0-15,2,CM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,LA,1,7,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,7,LA,0,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,7,LA,1,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,9,LA,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,3,LM,,,0,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,3,CM,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,19,LM,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,3,LM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,LM,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,3,CM,0,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,22,RM,,,21,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,22,RM,1,18,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,18,RM,1,22,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,22,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,22,CM,,,5,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,22,CM,0,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,LM,1,15,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,15,LA,0,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,1,CD,,,5,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,8,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,1,CD,,,,,,,,,,Run of Play,10,SOT,0,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,,,0,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,CM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,8,CM,0,22,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,12,CD,,,6,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,7,LD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,12,CD,,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,7,LD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,,,4,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,CM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,8,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,LA,1,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,9,LM,1,7,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,7,LA,1,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,9,LM,,,,,,,,,,,,,,Run of Play,30,SOT,6,9,7,9,3,8,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,,,,,,,,,,Run of Play,8,SOT,4,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,3,LM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,5
0-15,2,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,CM,0,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,3,CD,,,,,,,,,,Run of Play,14,Shot Blocked,0,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,19,CD,,,0,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,19,LM,1,18,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,18,CA,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,15,CM,,,6,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,15,RD,1,12,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,12,RD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,19,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,3,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,8,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,5
15-30,3,RD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,19,CD,1,1,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,1,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,8,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,3,LM,1,22,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,22,LM,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,3,LD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,8,CD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
15-30,19,CM,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,8,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
15-30,8,LD,,,1,Possession Added,,Yes,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,8,LD,1,7,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,7,LM,1,22,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,22,LD,1,7,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,7,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,3,CM,1,15,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,15,CD,1,1,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,1,RM,1,12,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,12,RD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,19,CD,1,1,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,1,RD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,3,LA,0,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,6
15-30,7,CM,,,6,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,1,CD,,,7,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,8,CD,,,4,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,1,CD,,,1,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,8,2,18,15,22,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
